ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PHONE
10270,44,58.36,7,2567.84,2019-07-19,1625,Shipped,Vintage Cars,S18_4668,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,+61 2 9495 8555
10281,44,59.87,14,2634.28,2019-08-19,1595,Shipped,Vintage Cars,S18_4668,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,2155551555
10291,29,51.82,9,1502.78,2019-09-08,1576,Shipped,Vintage Cars,S18_4668,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small,0695-34 6555
10304,34,49.3,4,1676.2,2019-10-11,1544,Shipped,Vintage Cars,S18_4668,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Small,30.59.8555
10312,39,56.85,1,2217.15,2019-10-21,1535,Shipped,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10324,38,179.79,6,6832.02,2019-11-05,1521,Shipped,Vintage Cars,S18_4668,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Medium,2125551500
10348,29,245.2,6,7110.8,2019-11-01,1526,Shipped,Vintage Cars,S18_4668,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Large,(91) 555 22 82
10358,30,176.76,8,5302.8,2019-12-10,1488,Shipped,Vintage Cars,S18_4668,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10370,20,136.5,2,2730.0,2020-01-20,1448,Shipped,Vintage Cars,S18_4668,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,02 9936 8555
10382,39,200.7,2,7827.3,2020-02-17,1421,Shipped,Vintage Cars,S18_4668,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large,4155551450
10411,35,59.87,7,2095.45,2020-05-01,1348,Shipped,Vintage Cars,S18_4668,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Small,(514) 555-8054
10424,26,59.87,4,1556.62,2020-05-31,1319,In Process,Vintage Cars,S18_4668,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10108,44,126.48,11,5565.12,2018-03-03,2140,Shipped,Classic Cars,S18_4721,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium,+63 2 555 3587
10122,28,127.97,15,3583.16,2018-05-08,2075,Shipped,Classic Cars,S18_4721,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium,91.24.4555
10135,31,151.78,12,4705.18,2018-07-02,2021,Shipped,Classic Cars,S18_4721,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10146,29,153.26,1,4444.54,2018-09-03,1959,Shipped,Classic Cars,S18_4721,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Medium,2035554407
10169,33,148.8,7,4910.4,2018-11-04,1898,Shipped,Classic Cars,S18_4721,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium,02 9936 8555
10180,44,126.48,2,5565.12,2018-11-11,1892,Shipped,Classic Cars,S18_4721,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance,Martine,Medium,20.16.1555
10191,32,132.43,8,4237.76,2018-11-20,1884,Shipped,Classic Cars,S18_4721,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,0221-5554327
10211,41,138.38,7,5673.58,2019-01-15,1829,Shipped,Classic Cars,S18_4721,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium,(1) 47.55.6555
10225,35,150.29,14,5260.15,2019-02-22,1792,Shipped,Classic Cars,S18_4721,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,0897-034555
10238,44,144.34,8,6350.96,2019-04-09,1747,Shipped,Classic Cars,S18_4721,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium,31 12 3555
10252,26,136.9,4,3559.4,2019-05-26,1701,Shipped,Classic Cars,S18_4721,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium,(1) 47.55.6555
10264,20,120.53,2,2410.6,2019-06-30,1667,Shipped,Classic Cars,S18_4721,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Small,6175559555
10276,48,119.04,8,5713.92,2019-08-02,1635,Shipped,Classic Cars,S18_4721,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Medium,6175557555
10287,34,126.48,17,4300.32,2019-08-30,1608,Shipped,Classic Cars,S18_4721,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,0897-034555
10299,49,162.19,2,7947.31,2019-09-30,1578,Shipped,Classic Cars,S18_4721,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Large,90-224 8555
10310,40,133.92,15,5356.8,2019-10-16,1563,Shipped,Classic Cars,S18_4721,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,0221-5554327
10319,45,175.58,3,7901.1,2019-11-03,1546,Shipped,Classic Cars,S18_4721,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo,Kee,Large,2125551957
10330,50,122.02,4,6101.0,2019-11-16,1534,Shipped,Classic Cars,S18_4721,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium,+63 2 555 3587
10342,38,165.17,11,6276.46,2019-11-24,1527,Shipped,Classic Cars,S18_4721,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,03 9520 4555
10355,25,168.14,2,4203.5,2019-12-07,1515,Shipped,Classic Cars,S18_4721,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10363,28,58.18,13,1629.04,2020-01-06,1486,Shipped,Classic Cars,S18_4721,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,+358 9 8045 555
10378,49,67.14,8,3289.86,2020-02-10,1452,Shipped,Classic Cars,S18_4721,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10390,49,140.06,3,6862.94,2020-03-04,1430,Shipped,Classic Cars,S18_4721,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10110,42,61.29,9,2574.18,2018-03-18,2148,Shipped,Classic Cars,S18_4933,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555
10124,23,57.73,8,1327.79,2018-05-21,2085,Shipped,Classic Cars,S18_4933,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small,7025551838
10148,29,81.25,2,2356.25,2018-09-11,1973,Shipped,Classic Cars,S18_4933,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,02 9936 8555
10161,25,80.54,1,2013.5,2018-10-17,1938,Shipped,Classic Cars,S18_4933,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Small,86 21 3555
10173,39,71.98,15,2807.22,2018-11-05,1920,Shipped,Classic Cars,S18_4933,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555
10182,44,69.84,12,3072.96,2018-11-12,1914,Shipped,Classic Cars,S18_4933,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10193,25,76.26,16,1906.5,2018-11-21,1906,Shipped,Classic Cars,S18_4933,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Small,61-9-3844-6555
10204,45,76.26,6,3431.7,2018-12-02,1896,Shipped,Classic Cars,S18_4933,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,2125557413
10213,25,83.39,2,2084.75,2019-01-22,1846,Shipped,Classic Cars,S18_4933,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy,Thomas,Small,(171) 555-7555
10227,37,57.73,12,2136.01,2019-03-02,1808,Shipped,Classic Cars,S18_4933,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small,78.32.5555
10241,30,66.99,4,2009.7,2019-04-13,1767,Shipped,Classic Cars,S18_4933,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small,88.60.1555
10267,36,75.55,1,2719.8,2019-07-07,1683,Shipped,Classic Cars,S18_4933,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small,2125557413
10279,26,60.58,1,1575.08,2019-08-09,1651,Shipped,Classic Cars,S18_4933,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10288,23,73.41,7,1688.43,2019-09-01,1629,Shipped,Classic Cars,S18_4933,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555
10302,23,72.7,3,1672.1,2018-10-06,1960,Shipped,Classic Cars,S18_4933,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Small,(171) 555-2282
10311,25,66.99,2,1674.75,2019-10-16,1586,Shipped,Classic Cars,S18_4933,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10332,21,165.38,3,3472.98,2019-11-17,1555,Shipped,Classic Cars,S18_4933,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,(171) 555-1555
10344,26,63.43,5,1649.18,2019-11-25,1548,Shipped,Classic Cars,S18_4933,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,91.24.4555
10367,44,85.25,9,3751.0,2020-01-12,1501,Resolved,Classic Cars,S18_4933,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium,6265557265
10380,24,189.0,2,4536.0,2020-02-16,1467,Shipped,Classic Cars,S18_4933,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10407,66,66.99,4,4421.34,2020-04-22,1402,On Hold,Classic Cars,S18_4933,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Medium,4085553659
10420,36,57.73,7,2078.28,2020-05-29,1366,In Process,Classic Cars,S18_4933,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,+61 2 9495 8555
10110,36,85.25,13,3069.0,2018-03-18,2170,Shipped,Classic Cars,S24_1046,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,(171) 555-1555
10124,22,77.9,12,1713.8,2018-05-21,2107,Shipped,Classic Cars,S24_1046,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small,7025551838
10148,25,60.26,6,1506.5,2018-09-11,1995,Shipped,Classic Cars,S24_1046,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,02 9936 8555
10161,37,72.76,5,2692.12,2018-10-17,1960,Shipped,Classic Cars,S24_1046,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Small,86 21 3555
10172,32,75.69,3,2422.08,2018-11-05,1942,Shipped,Classic Cars,S24_1046,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Small,2035552570
10182,47,74.22,16,3488.34,2018-11-12,1936,Shipped,Classic Cars,S24_1046,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10192,37,69.82,4,2583.34,2018-11-20,1929,Shipped,Classic Cars,S24_1046,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Small,6035558647
10204,20,62.47,10,1249.4,2018-12-02,1918,Shipped,Classic Cars,S24_1046,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small,2125557413
10212,41,82.31,3,3374.71,2019-01-16,1874,Shipped,Classic Cars,S24_1046,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10226,21,60.26,1,1265.46,2019-02-26,1834,Shipped,Classic Cars,S24_1046,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Small,7605558146
10241,22,76.43,8,1681.46,2019-04-13,1789,Shipped,Classic Cars,S24_1046,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small,88.60.1555
10267,40,80.1,5,3204.0,2019-07-07,1705,Shipped,Classic Cars,S24_1046,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,2125557413
10279,32,74.96,5,2398.72,2019-08-09,1673,Shipped,Classic Cars,S24_1046,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10288,36,66.14,11,2381.04,2019-09-01,1651,Shipped,Classic Cars,S24_1046,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555
10301,27,72.02,1,1944.54,2018-10-05,1983,Shipped,Classic Cars,S24_1046,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,+47 2212 1555
10311,26,87.45,6,2273.7,2019-10-16,1608,Shipped,Classic Cars,S24_1046,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10321,30,70.55,3,2116.5,2019-11-04,1590,Shipped,Classic Cars,S24_1046,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Small,5085552555
10332,23,56.84,4,1307.32,2019-11-17,1578,Shipped,Classic Cars,S24_1046,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555
10344,29,59.53,7,1726.37,2019-11-25,1571,Shipped,Classic Cars,S24_1046,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,91.24.4555
10367,21,60.37,10,1267.77,2020-01-12,1524,Resolved,Classic Cars,S24_1046,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Small,6265557265
10380,34,101.23,3,3441.82,2020-02-16,1490,Shipped,Classic Cars,S24_1046,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10407,26,76.43,8,1987.18,2020-04-22,1425,On Hold,Classic Cars,S24_1046,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,4085553659
10420,60,64.67,11,3880.2,2020-05-29,1389,In Process,Classic Cars,S24_1046,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555
10104,35,55.49,6,1942.15,2018-01-31,2239,Shipped,Classic Cars,S24_1444,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10115,47,69.36,2,3259.92,2018-04-04,2177,Shipped,Classic Cars,S24_1444,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez,Maria,Medium,2125558493
10127,20,60.69,8,1213.8,2018-06-03,2118,Shipped,Classic Cars,S24_1444,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small,2125557413
10141,20,54.33,2,1086.6,2018-08-01,2060,Shipped,Classic Cars,S24_1444,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,+358 9 8045 555
10152,25,65.31,4,1632.75,2018-09-25,2006,Shipped,Classic Cars,S24_1444,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Small,61-7-3844-6555
10165,25,69.36,9,1734.0,2018-10-22,1980,Shipped,Classic Cars,S24_1444,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,+65 221 7555
10176,27,68.78,8,1857.06,2018-11-06,1966,Shipped,Classic Cars,S24_1444,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,0522-556555
10184,31,60.11,3,1863.41,2018-11-14,1959,Shipped,Classic Cars,S24_1444,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Small,(95) 555 82 82
10195,44,66.47,3,2924.68,2018-11-25,1949,Shipped,Classic Cars,S24_1444,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Small,9145554562
10207,49,46.82,4,2294.18,2018-12-09,1936,Shipped,Classic Cars,S24_1444,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Small,6175552555
10220,26,56.07,8,1457.82,2019-02-12,1872,Shipped,Classic Cars,S24_1444,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Small,+353 1862 1555
10230,36,54.33,6,1955.88,2019-03-15,1842,Shipped,Classic Cars,S24_1444,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Small,+49 69 66 90 2555
10246,44,52.6,2,2314.4,2019-05-05,1792,Shipped,Classic Cars,S24_1444,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10259,28,46.82,1,1310.96,2019-06-15,1752,Shipped,Classic Cars,S24_1444,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555
10271,45,64.74,2,2913.3,2019-07-20,1718,Shipped,Classic Cars,S24_1444,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10282,29,46.82,11,1357.78,2019-08-20,1688,Shipped,Classic Cars,S24_1444,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10292,40,53.75,5,2150.0,2019-09-08,1670,Shipped,Classic Cars,S24_1444,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,2125557818
10305,45,61.85,2,2783.25,2019-10-13,1636,Shipped,Classic Cars,S24_1444,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Small,6175558555
10314,44,53.18,11,2339.92,2019-10-22,1628,Shipped,Classic Cars,S24_1444,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Small,86 21 3555
10324,25,69.16,14,1729.0,2019-11-05,1615,Shipped,Classic Cars,S24_1444,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Small,2125551500
10336,45,132.72,4,5972.4,2019-11-20,1601,Shipped,Classic Cars,S24_1444,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium,(1) 42.34.2555
10349,48,47.4,4,2275.2,2019-12-01,1591,Shipped,Classic Cars,S24_1444,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small,2125557413
10358,44,60.76,14,2673.44,2019-12-10,1583,Shipped,Classic Cars,S24_1444,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10371,25,97.27,12,2431.75,2020-01-23,1540,Shipped,Classic Cars,S24_1444,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10383,22,91.76,2,2018.72,2020-02-22,1511,Shipped,Classic Cars,S24_1444,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10394,31,50.29,2,1558.99,2020-03-15,1490,Shipped,Classic Cars,S24_1444,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10412,21,52.6,2,1104.6,2020-05-03,1442,Shipped,Classic Cars,S24_1444,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10425,55,46.82,1,2575.1,2020-05-31,1415,In Process,Classic Cars,S24_1444,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555
10107,25,113.83,3,2845.75,2018-02-24,2243,Shipped,Motorcycles,S24_1578,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,2125557818
10120,35,98.05,1,3431.75,2018-04-29,2180,Shipped,Motorcycles,S24_1578,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,03 9520 4555
10134,35,93.54,3,3273.9,2018-07-01,2118,Shipped,Motorcycles,S24_1578,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Medium,+33 1 46 62 7555
10145,43,95.8,7,4119.4,2018-08-25,2064,Shipped,Motorcycles,S24_1578,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium,6265557265
10168,50,114.95,2,5747.5,2018-10-28,2001,Shipped,Motorcycles,S24_1578,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,6505556809
10180,48,111.57,10,5355.36,2018-11-11,1988,Shipped,Motorcycles,S24_1578,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance,Martine,Medium,20.16.1555
10188,25,101.43,2,2535.75,2018-11-18,1982,Shipped,Motorcycles,S24_1578,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small,+47 2267 3215
10211,25,90.16,15,2254.0,2019-01-15,1925,Shipped,Motorcycles,S24_1578,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small,(1) 47.55.6555
10223,32,91.29,2,2921.28,2019-02-20,1890,Shipped,Motorcycles,S24_1578,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555
10237,20,114.95,8,2299.0,2019-04-05,1847,Shipped,Motorcycles,S24_1578,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Small,2125551500
10251,26,101.43,3,2637.18,2019-05-18,1805,Shipped,Motorcycles,S24_1578,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown,William,Small,2015559350
10263,42,102.56,3,4307.52,2019-06-28,1765,Shipped,Motorcycles,S24_1578,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Medium,2035552570
10275,21,102.56,2,2153.76,2019-07-23,1741,Shipped,Motorcycles,S24_1578,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555
10285,34,109.32,7,3716.88,2019-08-27,1707,Shipped,Motorcycles,S24_1578,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium,6175558555
10299,47,116.08,10,5455.76,2019-09-30,1674,Shipped,Motorcycles,S24_1578,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Medium,90-224 8555
10309,21,126.22,6,2650.62,2019-10-15,1660,Shipped,Motorcycles,S24_1578,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Small,07-98 9555
10318,48,134.11,2,6437.28,2019-11-02,1643,Shipped,Motorcycles,S24_1578,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Medium,2155551555
10329,30,87.78,7,2633.4,2019-11-15,1631,Shipped,Motorcycles,S24_1578,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,2125557818
10339,27,84.39,10,2278.53,2019-11-23,1624,Shipped,Motorcycles,S24_1578,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,+81 3 3584 0555
10362,50,96.92,2,4846.0,2020-01-05,1582,Shipped,Motorcycles,S24_1578,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,6505556809
10374,38,110.45,6,4197.1,2020-02-02,1555,Shipped,Motorcycles,S24_1578,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Medium,61-7-3844-6555
10389,45,102.17,1,4597.65,2020-03-03,1526,Shipped,Motorcycles,S24_1578,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium,0695-34 6555
10403,46,114.95,8,5287.7,2020-04-08,1491,Shipped,Motorcycles,S24_1578,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Medium,(171) 555-2282
10417,35,101.43,3,3550.05,2020-05-13,1457,Disputed,Motorcycles,S24_1578,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10110,29,59.37,15,1721.73,2018-03-18,2245,Shipped,Classic Cars,S24_1628,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555
10123,50,59.87,1,2993.5,2018-05-20,2183,Shipped,Classic Cars,S24_1628,Atelier graphique,"54, rue Royale",Nantes,France,Schmitt,Carine,Small,40.32.2555
10137,26,49.81,1,1295.06,2018-07-10,2133,Shipped,Classic Cars,S24_1628,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,26.47.1555
10148,47,56.85,8,2671.95,2018-09-11,2071,Shipped,Classic Cars,S24_1628,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,02 9936 8555
10161,23,53.33,7,1226.59,2018-10-17,2036,Shipped,Classic Cars,S24_1628,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Small,86 21 3555
10172,34,42.76,5,1453.84,2018-11-05,2018,Shipped,Classic Cars,S24_1628,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Small,2035552570
10181,34,53.83,1,1830.22,2018-11-12,2012,Shipped,Classic Cars,S24_1628,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small,+47 2267 3215
10192,47,53.83,6,2530.01,2018-11-20,2005,Shipped,Classic Cars,S24_1628,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Small,6035558647
10204,45,49.81,12,2241.45,2018-12-02,1994,Shipped,Classic Cars,S24_1628,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small,2125557413
