ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10226,24,162.17,7,3892.08,2019-02-26,1069,Shipped,Classic Cars,S18_1984,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Medium
10240,37,149.36,2,5526.32,2019-04-13,1024,Shipped,Classic Cars,S18_1984,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Medium
10253,33,135.14,4,4459.62,2019-06-01,976,Cancelled,Classic Cars,S18_1984,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Medium
10266,49,126.6,5,6203.4,2019-07-06,942,Shipped,Classic Cars,S18_1984,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium
10278,29,129.45,5,3754.05,2019-08-06,912,Shipped,Classic Cars,S18_1984,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Medium
10287,24,146.52,3,3516.48,2019-08-30,889,Shipped,Classic Cars,S18_1984,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium
10301,47,159.32,7,7488.04,2018-10-05,1219,Shipped,Classic Cars,S18_1984,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Large
10310,24,143.67,1,3448.08,2019-10-16,844,Shipped,Classic Cars,S18_1984,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium
10321,25,149.36,9,3734.0,2019-11-04,826,Shipped,Classic Cars,S18_1984,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Medium
10331,30,32.47,8,974.1,2019-11-17,814,Shipped,Classic Cars,S18_1984,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Small
10342,22,143.67,3,3160.74,2019-11-24,808,Shipped,Classic Cars,S18_1984,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium
10356,27,64.69,2,1746.63,2019-12-09,794,Shipped,Classic Cars,S18_1984,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Small
10366,34,123.76,3,4207.84,2020-01-10,763,Shipped,Classic Cars,S18_1984,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium,Cartrain,Pascale,Medium
10377,36,120.91,6,4352.76,2020-02-09,734,Shipped,Classic Cars,S18_1984,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Medium
10390,34,43.05,15,1463.7,2020-03-04,711,Shipped,Classic Cars,S18_1984,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10406,48,149.36,2,7169.28,2020-04-15,670,Disputed,Classic Cars,S18_1984,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Large
10419,34,135.14,4,4594.76,2020-05-17,639,Shipped,Classic Cars,S18_1984,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium
10104,24,144.08,8,3457.92,2018-01-31,1477,Shipped,Classic Cars,S18_2238,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10115,46,160.46,4,7381.16,2018-04-04,1415,Shipped,Classic Cars,S18_2238,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez,Maria,Large
10127,45,158.82,10,7146.9,2018-06-03,1356,Shipped,Classic Cars,S18_2238,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Large
10141,39,152.27,4,5938.53,2018-08-01,1298,Shipped,Classic Cars,S18_2238,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium
10151,43,165.37,2,7110.91,2018-09-21,1248,Shipped,Classic Cars,S18_2238,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Large
10165,29,173.55,11,5032.95,2018-10-22,1218,Shipped,Classic Cars,S18_2238,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
10176,20,183.38,10,3667.6,2018-11-06,1204,Shipped,Classic Cars,S18_2238,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium
10184,46,160.46,5,7381.16,2018-11-14,1197,Shipped,Classic Cars,S18_2238,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Large
10195,27,189.93,5,5128.11,2018-11-25,1187,Shipped,Classic Cars,S18_2238,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Medium
10207,44,160.46,6,7060.24,2018-12-09,1174,Shipped,Classic Cars,S18_2238,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Large
10219,43,196.48,1,8448.64,2019-02-10,1112,Shipped,Classic Cars,S18_2238,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Large
10230,49,148.99,8,7300.51,2019-03-15,1080,Shipped,Classic Cars,S18_2238,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Large
10246,40,163.73,4,6549.2,2019-05-05,1030,Shipped,Classic Cars,S18_2238,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10259,30,189.93,3,5697.9,2019-06-15,990,Shipped,Classic Cars,S18_2238,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium
10271,50,183.38,4,9169.0,2019-07-20,956,Shipped,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large
10282,23,140.81,13,3238.63,2019-08-20,926,Shipped,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10292,26,175.19,7,4554.94,2019-09-08,908,Shipped,Classic Cars,S18_2238,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium
10305,27,145.72,4,3934.44,2019-10-13,874,Shipped,Classic Cars,S18_2238,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium
10314,42,137.53,13,5776.26,2019-10-22,866,Shipped,Classic Cars,S18_2238,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium
10324,47,153.35,8,7207.45,2019-11-05,853,Shipped,Classic Cars,S18_2238,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Large
10336,49,152.26,6,7460.74,2019-11-20,839,Shipped,Classic Cars,S18_2238,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Large
10349,38,176.83,8,6719.54,2019-12-01,829,Shipped,Classic Cars,S18_2238,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium
10358,20,121.4,10,2428.0,2019-12-10,821,Shipped,Classic Cars,S18_2238,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10371,25,104.09,7,2602.25,2020-01-23,778,Shipped,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10382,25,88.0,5,2200.0,2020-02-17,754,Shipped,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10412,41,163.73,4,6712.93,2020-05-03,679,Shipped,Classic Cars,S18_2238,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10425,28,189.93,3,5318.04,2020-05-31,652,In Process,Classic Cars,S18_2238,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium
10100,50,67.8,2,3390.0,2018-01-06,1529,Shipped,Vintage Cars,S18_2248,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium
10110,32,50.25,6,1608.0,2018-03-18,1459,Shipped,Vintage Cars,S18_2248,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small
10124,42,53.88,5,2262.96,2018-05-21,1396,Shipped,Vintage Cars,S18_2248,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small
10149,24,62.36,10,1496.64,2018-09-12,1283,Shipped,Vintage Cars,S18_2248,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Small
10173,26,57.51,12,1495.26,2018-11-05,1230,Shipped,Vintage Cars,S18_2248,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small
10182,38,61.15,9,2323.7,2018-11-12,1224,Shipped,Vintage Cars,S18_2248,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10193,42,59.33,13,2491.86,2018-11-21,1216,Shipped,Vintage Cars,S18_2248,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Small
10204,23,71.44,3,1643.12,2018-12-02,1206,Shipped,Vintage Cars,S18_2248,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small
10214,21,62.96,6,1322.16,2019-01-26,1152,Shipped,Vintage Cars,S18_2248,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small
10227,28,50.85,9,1423.8,2019-03-02,1118,Shipped,Vintage Cars,S18_2248,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small
10241,33,72.65,1,2397.45,2019-04-13,1077,Shipped,Vintage Cars,S18_2248,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small
10280,25,62.96,15,1574.0,2019-08-17,952,Shipped,Vintage Cars,S18_2248,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Small
10288,28,61.75,4,1729.0,2019-09-01,938,Shipped,Vintage Cars,S18_2248,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small
10303,46,49.04,2,2255.84,2019-10-06,904,Shipped,Vintage Cars,S18_2248,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Small
10312,30,61.15,16,1834.5,2019-10-21,890,Shipped,Vintage Cars,S18_2248,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10332,38,84.25,9,3201.5,2019-11-17,864,Shipped,Vintage Cars,S18_2248,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium
10344,40,56.91,2,2276.4,2019-11-25,857,Shipped,Vintage Cars,S18_2248,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small
10367,45,197.44,4,8884.8,2020-01-12,810,Resolved,Vintage Cars,S18_2248,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Large
10379,27,49.3,1,1331.1,2020-02-10,782,Shipped,Vintage Cars,S18_2248,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10407,42,72.65,1,3051.3,2020-04-22,711,On Hold,Vintage Cars,S18_2248,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Medium
10420,36,63.57,4,2288.52,2020-05-29,675,In Process,Vintage Cars,S18_2248,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small
10104,29,130.09,12,3772.61,2018-01-31,1525,Shipped,Trucks and Buses,S18_2319,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10114,39,106.78,3,4164.42,2018-04-01,1466,Shipped,Trucks and Buses,S18_2319,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium
10127,45,139.91,14,6295.95,2018-06-03,1404,Shipped,Trucks and Buses,S18_2319,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium
10141,47,133.78,8,6287.66,2018-08-01,1346,Shipped,Trucks and Buses,S18_2319,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium
10151,49,110.46,6,5412.54,2018-09-21,1296,Shipped,Trucks and Buses,S18_2319,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium
10165,46,130.09,15,5984.14,2018-10-22,1266,Shipped,Trucks and Buses,S18_2319,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
10175,48,122.73,4,5891.04,2018-11-06,1252,Shipped,Trucks and Buses,S18_2319,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Medium
10184,46,130.09,9,5984.14,2018-11-14,1245,Shipped,Trucks and Buses,S18_2319,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Medium
10195,35,103.09,9,3608.15,2018-11-25,1235,Shipped,Trucks and Buses,S18_2319,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Medium
10207,43,133.78,10,5752.54,2018-12-09,1222,Shipped,Trucks and Buses,S18_2319,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Medium
10229,26,144.82,4,3765.32,2019-03-11,1131,Shipped,Trucks and Buses,S18_2319,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10246,22,98.18,8,2159.96,2019-05-05,1077,Shipped,Trucks and Buses,S18_2319,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10259,34,99.41,7,3379.94,2019-06-15,1037,Shipped,Trucks and Buses,S18_2319,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium
10271,50,101.87,8,5093.5,2019-07-20,1003,Shipped,Trucks and Buses,S18_2319,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10281,48,120.28,4,5773.44,2019-08-19,974,Shipped,Trucks and Buses,S18_2319,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Medium
10292,41,110.46,11,4528.86,2019-09-08,955,Shipped,Trucks and Buses,S18_2319,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium
10305,36,133.78,8,4816.08,2019-10-13,921,Shipped,Trucks and Buses,S18_2319,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium
10313,29,117.82,2,3416.78,2019-10-22,913,Shipped,Trucks and Buses,S18_2319,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Medium
10324,33,37.48,10,1236.84,2019-11-05,900,Shipped,Trucks and Buses,S18_2319,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Small
10334,46,126.41,6,5814.86,2019-11-19,887,On Hold,Trucks and Buses,S18_2319,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Medium
10349,38,137.46,7,5223.48,2019-12-01,876,Shipped,Trucks and Buses,S18_2319,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium
10358,20,36.42,11,728.4,2019-12-10,868,Shipped,Trucks and Buses,S18_2319,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10370,22,179.5,5,3949.0,2020-01-20,828,Shipped,Trucks and Buses,S18_2319,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium
10383,27,142.37,11,3843.99,2020-02-22,796,Shipped,Trucks and Buses,S18_2319,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10412,56,98.18,8,5498.08,2020-05-03,726,Shipped,Trucks and Buses,S18_2319,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10425,38,99.41,7,3777.58,2020-05-31,699,In Process,Trucks and Buses,S18_2319,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium
10101,25,151.28,4,3782.0,2018-01-09,1573,Shipped,Vintage Cars,S18_2325,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium
10110,33,116.96,4,3859.68,2018-03-18,1506,Shipped,Vintage Cars,S18_2325,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium
10124,42,105.52,3,4431.84,2018-05-21,1443,Shipped,Vintage Cars,S18_2325,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Medium
10149,33,150.01,8,4950.33,2018-09-12,1330,Shipped,Vintage Cars,S18_2325,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Medium
10173,31,144.93,10,4492.83,2018-11-05,1277,Shipped,Vintage Cars,S18_2325,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium
10182,20,110.6,7,2212.0,2018-11-12,1271,Shipped,Vintage Cars,S18_2325,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10193,44,105.52,11,4642.88,2018-11-21,1263,Shipped,Vintage Cars,S18_2325,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Medium
10204,26,123.32,1,3206.32,2018-12-02,1253,Shipped,Vintage Cars,S18_2325,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium
10214,27,133.49,4,3604.23,2019-01-26,1199,Shipped,Vintage Cars,S18_2325,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Medium
10227,46,152.56,7,7017.76,2019-03-02,1165,Shipped,Vintage Cars,S18_2325,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Large
10243,47,130.94,2,6154.18,2019-04-26,1111,Shipped,Vintage Cars,S18_2325,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Medium
10280,37,128.4,13,4750.8,2019-08-17,999,Shipped,Vintage Cars,S18_2325,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Medium
10288,31,123.32,2,3822.92,2019-09-01,985,Shipped,Vintage Cars,S18_2325,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium
10304,24,101.7,17,2440.8,2019-10-11,946,Shipped,Vintage Cars,S18_2325,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Small
10312,31,152.56,14,4729.36,2019-10-21,937,Shipped,Vintage Cars,S18_2325,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10322,50,250.73,6,12536.5,2019-11-04,924,Shipped,Vintage Cars,S18_2325,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Large
10332,35,64.69,8,2264.15,2019-11-17,912,Shipped,Vintage Cars,S18_2325,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small
10344,30,130.94,3,3928.2,2019-11-25,905,Shipped,Vintage Cars,S18_2325,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium
10356,29,125.18,3,3630.22,2019-12-09,892,Shipped,Vintage Cars,S18_2325,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Medium
10367,27,155.41,5,4196.07,2020-01-12,859,Resolved,Vintage Cars,S18_2325,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium
10380,40,123.29,10,4931.6,2020-02-16,825,Shipped,Vintage Cars,S18_2325,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10390,31,98.99,16,3068.69,2020-03-04,809,Shipped,Vintage Cars,S18_2325,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10409,6,130.94,2,785.64,2020-04-23,760,Shipped,Vintage Cars,S18_2325,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small
10420,45,110.6,2,4977.0,2020-05-29,725,In Process,Vintage Cars,S18_2325,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium
10103,22,54.09,2,1189.98,2018-01-29,1577,Shipped,Trucks and Buses,S18_2432,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Small
10114,45,68.67,6,3090.15,2018-04-01,1516,Shipped,Trucks and Buses,S18_2432,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium
10126,43,65.02,2,2795.86,2018-05-28,1460,Shipped,Trucks and Buses,S18_2432,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small
10140,46,61.99,2,2851.54,2018-07-24,1404,Shipped,Trucks and Buses,S18_2432,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small
10151,39,69.28,9,2701.92,2018-09-21,1346,Shipped,Trucks and Buses,S18_2432,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Small
10165,31,71.1,18,2204.1,2018-10-22,1316,Shipped,Trucks and Buses,S18_2432,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small
10175,41,69.28,7,2840.48,2018-11-06,1302,Shipped,Trucks and Buses,S18_2432,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Small
10184,44,60.16,12,2647.04,2018-11-14,1295,Shipped,Trucks and Buses,S18_2432,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Small
10194,45,70.49,2,3172.05,2018-11-25,1285,Shipped,Trucks and Buses,S18_2432,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium
10207,37,69.89,13,2585.93,2018-12-09,1272,Shipped,Trucks and Buses,S18_2432,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Small
10217,35,61.38,2,2148.3,2019-02-04,1216,Shipped,Trucks and Buses,S18_2432,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small
10229,28,59.55,7,1667.4,2019-03-11,1182,Shipped,Trucks and Buses,S18_2432,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10246,30,61.99,11,1859.7,2019-05-05,1128,Shipped,Trucks and Buses,S18_2432,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10259,30,49.22,10,1476.6,2019-06-15,1088,Shipped,Trucks and Buses,S18_2432,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small
10271,25,69.28,11,1732.0,2019-07-20,1054,Shipped,Trucks and Buses,S18_2432,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10281,29,57.73,7,1674.17,2019-08-19,1025,Shipped,Trucks and Buses,S18_2432,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small
10291,26,57.73,2,1500.98,2019-09-08,1006,Shipped,Trucks and Buses,S18_2432,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small
10305,41,53.48,11,2192.68,2019-10-13,972,Shipped,Trucks and Buses,S18_2432,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Small
10313,34,52.87,5,1797.58,2019-10-22,964,Shipped,Trucks and Buses,S18_2432,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small
10322,35,61.21,11,2142.35,2019-11-04,952,Shipped,Trucks and Buses,S18_2432,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Small
10334,34,61.38,1,2086.92,2019-11-19,938,On Hold,Trucks and Buses,S18_2432,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Small
10347,50,136.69,8,6834.5,2019-11-29,929,Shipped,Trucks and Buses,S18_2432,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium
10357,41,61.99,7,2541.59,2019-12-10,919,Shipped,Trucks and Buses,S18_2432,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10370,22,96.86,7,2130.92,2020-01-20,879,Shipped,Trucks and Buses,S18_2432,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small
10391,44,38.5,5,1694.0,2020-03-09,831,Shipped,Trucks and Buses,S18_2432,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small
10412,47,61.99,11,2913.53,2020-05-03,777,Shipped,Trucks and Buses,S18_2432,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10425,19,49.22,10,935.18,2020-05-31,750,In Process,Trucks and Buses,S18_2432,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small
