ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PHONE,MSRP
10375,43,233.48,2,10039.6,2020-02-03,2168,Shipped,Planes,S24_4278,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Large,40.67.8555,72
10386,50,63.34,8,3167.0,2020-03-01,2142,Resolved,Planes,S24_4278,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,72
10398,45,78.25,14,3521.25,2020-03-30,2114,Shipped,Planes,S24_4278,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,26.47.1555,72
10401,52,81.14,4,4219.28,2020-04-03,2111,On Hold,Planes,S24_4278,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown,William,Medium,2015559350,72
10416,48,74.62,5,3581.76,2020-05-10,2075,Shipped,Planes,S24_4278,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium,0522-556555,72
10108,31,68.71,10,2130.01,2018-03-03,2875,Shipped,Classic Cars,S24_4620,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Small,+63 2 555 3587,80
10122,29,71.14,14,2063.06,2018-05-08,2810,Shipped,Classic Cars,S24_4620,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,91.24.4555,80
10135,23,87.31,11,2008.13,2018-07-02,2756,Shipped,Classic Cars,S24_4620,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,80
10147,31,64.67,11,2004.77,2018-09-05,2692,Shipped,Classic Cars,S24_4620,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Small,6175558555,80
10169,24,94.58,6,2269.92,2018-11-04,2633,Shipped,Classic Cars,S24_4620,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,02 9936 8555,80
10180,28,71.14,1,1991.92,2018-11-11,2627,Shipped,Classic Cars,S24_4620,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance,Martine,Small,20.16.1555,80
10191,44,66.29,7,2916.76,2018-11-20,2619,Shipped,Classic Cars,S24_4620,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Small,0221-5554327,80
10211,22,92.16,6,2027.52,2019-01-15,2564,Shipped,Classic Cars,S24_4620,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small,(1) 47.55.6555,80
10225,46,70.33,13,3235.18,2019-02-22,2527,Shipped,Classic Cars,S24_4620,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,0897-034555,80
10238,22,93.77,7,2062.94,2019-04-09,2482,Shipped,Classic Cars,S24_4620,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Small,31 12 3555,80
10252,38,87.31,3,3317.78,2019-05-26,2436,Shipped,Classic Cars,S24_4620,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium,(1) 47.55.6555,80
10264,47,83.27,1,3913.69,2019-06-30,2402,Shipped,Classic Cars,S24_4620,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Medium,6175559555,80
10276,48,75.18,7,3608.64,2019-08-02,2370,Shipped,Classic Cars,S24_4620,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Medium,6175557555,80
10287,40,88.12,16,3524.8,2019-08-30,2343,Shipped,Classic Cars,S24_4620,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,0897-034555,80
10299,32,80.84,1,2586.88,2019-09-30,2313,Shipped,Classic Cars,S24_4620,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Small,90-224 8555,80
10310,49,97.01,14,4753.49,2019-10-16,2298,Shipped,Classic Cars,S24_4620,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,0221-5554327,80
10319,43,85.69,2,3684.67,2019-11-03,2281,Shipped,Classic Cars,S24_4620,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo,Kee,Medium,2125551957,80
10331,41,139.4,2,5715.4,2019-11-17,2268,Shipped,Classic Cars,S24_4620,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium,2155559857,80
10343,30,103.29,1,3098.7,2019-11-24,2262,Shipped,Classic Cars,S24_4620,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,26.47.1555,80
10355,28,95.39,9,2670.92,2019-12-07,2250,Shipped,Classic Cars,S24_4620,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,80
10363,43,119.87,9,5154.41,2020-01-06,2221,Shipped,Classic Cars,S24_4620,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium,+358 9 8045 555,80
10378,41,119.37,2,4894.17,2020-02-10,2187,Shipped,Classic Cars,S24_4620,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,80
10390,30,82.42,10,2472.6,2020-03-04,2165,Shipped,Classic Cars,S24_4620,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,80
10103,31,104.01,3,3224.31,2018-01-29,2931,Shipped,Trucks and Buses,S32_1268,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium,07-98 9555,96
10114,32,114.61,7,3667.52,2018-04-01,2870,Shipped,Trucks and Buses,S32_1268,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium,(1) 42.34.2555,96
10126,43,96.31,3,4141.33,2018-05-28,2814,Shipped,Trucks and Buses,S32_1268,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Medium,(91) 555 22 82,96
10140,26,108.83,3,2829.58,2018-07-24,2758,Shipped,Trucks and Buses,S32_1268,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small,6505556809,96
10151,27,113.65,10,3068.55,2018-09-21,2700,Shipped,Trucks and Buses,S32_1268,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium,981-443655,96
10164,24,109.79,1,2634.96,2018-10-21,2671,Resolved,Trucks and Buses,S32_1268,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Small,7675-3555,96
10175,22,110.76,8,2436.72,2018-11-06,2656,Shipped,Trucks and Buses,S32_1268,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Small,(171) 555-0297,96
10184,46,100.16,13,4607.36,2018-11-14,2649,Shipped,Trucks and Buses,S32_1268,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Medium,(95) 555 82 82,96
10194,37,97.27,3,3598.99,2018-11-25,2639,Shipped,Trucks and Buses,S32_1268,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,78.32.5555,96
10207,49,80.9,14,3964.1,2018-12-09,2626,Shipped,Trucks and Buses,S32_1268,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Medium,6175552555,96
10217,21,106.9,3,2244.9,2019-02-04,2570,Shipped,Trucks and Buses,S32_1268,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555,96
10229,25,111.72,8,2793.0,2019-03-11,2536,Shipped,Trucks and Buses,S32_1268,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,96
10245,37,111.72,1,4133.64,2019-05-04,2483,Shipped,Trucks and Buses,S32_1268,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Medium,2035559545,96
10259,45,86.68,11,3900.6,2019-06-15,2442,Shipped,Trucks and Buses,S32_1268,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium,+65 224 1555,96
10270,32,85.72,1,2743.04,2019-07-19,2409,Shipped,Trucks and Buses,S32_1268,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,+61 2 9495 8555,96
10281,29,82.83,8,2402.07,2019-08-19,2379,Shipped,Trucks and Buses,S32_1268,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,2155551555,96
10291,26,83.79,3,2178.54,2019-09-08,2360,Shipped,Trucks and Buses,S32_1268,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small,0695-34 6555,96
10305,28,112.68,12,3155.04,2019-10-13,2326,Shipped,Trucks and Buses,S32_1268,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium,6175558555,96
10313,27,87.64,6,2366.28,2019-10-22,2318,Shipped,Trucks and Buses,S32_1268,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,(604) 555-3392,96
10324,20,98.18,11,1963.6,2019-11-05,2305,Shipped,Trucks and Buses,S32_1268,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Small,2125551500,96
10335,44,107.87,1,4746.28,2019-11-19,2292,Shipped,Trucks and Buses,S32_1268,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,96
10348,42,152.07,3,6386.94,2019-11-01,2311,Shipped,Trucks and Buses,S32_1268,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Medium,(91) 555 22 82,96
10358,41,108.0,1,4428.0,2019-12-10,2273,Shipped,Trucks and Buses,S32_1268,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,96
10371,26,155.54,1,4044.04,2020-01-23,2230,Shipped,Trucks and Buses,S32_1268,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,96
10382,26,104.17,6,2708.42,2020-02-17,2206,Shipped,Trucks and Buses,S32_1268,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,96
10411,26,111.72,1,2904.72,2020-05-01,2133,Shipped,Trucks and Buses,S32_1268,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Small,(514) 555-8054,96
10425,41,86.68,11,3553.88,2020-05-31,2104,In Process,Trucks and Buses,S32_1268,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,40.67.8555,96
10107,20,92.9,8,1858.0,2018-02-24,2932,Shipped,Motorcycles,S32_1374,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,2125557818,99
10120,22,111.88,6,2461.36,2018-04-29,2869,Shipped,Motorcycles,S32_1374,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555,99
10133,23,114.87,1,2642.01,2018-06-27,2811,Shipped,Motorcycles,S32_1374,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,99
10145,33,93.9,12,3098.7,2018-08-25,2753,Shipped,Motorcycles,S32_1374,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium,6265557265,99
10168,28,115.87,7,3244.36,2018-10-28,2690,Shipped,Motorcycles,S32_1374,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,6505556809,99
10188,44,98.89,7,4351.16,2018-11-18,2670,Shipped,Motorcycles,S32_1374,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium,+47 2267 3215,99
10210,46,79.91,5,3675.86,2019-01-12,2616,Shipped,Motorcycles,S32_1374,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Medium,+81 06 6342 5555,99
10223,21,117.87,7,2475.27,2019-02-20,2578,Shipped,Motorcycles,S32_1374,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555,99
10235,41,101.89,1,4177.49,2019-04-02,2538,Shipped,Motorcycles,S32_1374,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Medium,(604) 555-4555,99
10250,31,105.88,2,3282.28,2019-05-11,2500,Shipped,Motorcycles,S32_1374,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Medium,4085553659,99
10263,31,79.91,8,2477.21,2019-06-28,2453,Shipped,Motorcycles,S32_1374,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Small,2035552570,99
10275,23,81.91,7,1883.93,2019-07-23,2429,Shipped,Motorcycles,S32_1374,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555,99
10285,37,98.89,12,3658.93,2019-08-27,2395,Shipped,Motorcycles,S32_1374,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium,6175558555,99
10297,26,109.88,2,2856.88,2019-09-16,2376,Shipped,Motorcycles,S32_1374,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Small,+353 1862 1555,99
10308,24,79.91,5,1917.84,2019-10-15,2348,Shipped,Motorcycles,S32_1374,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Small,9145554562,99
10318,47,112.88,7,5305.36,2019-11-02,2331,Shipped,Motorcycles,S32_1374,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Medium,2155551555,99
10329,45,63.91,11,2875.95,2019-11-15,2319,Shipped,Motorcycles,S32_1374,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,2125557818,99
10340,55,117.87,2,6482.85,2019-11-24,2311,Shipped,Motorcycles,S32_1374,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Medium,(93) 203 4555,99
10353,46,81.17,5,3733.82,2019-12-04,2302,Shipped,Motorcycles,S32_1374,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Medium,2035554407,99
10363,50,131.53,2,6576.5,2020-01-06,2270,Shipped,Motorcycles,S32_1374,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium,+358 9 8045 555,99
10375,37,171.71,3,6353.27,2020-02-03,2243,Shipped,Motorcycles,S32_1374,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,40.67.8555,99
10387,44,94.9,1,4175.6,2020-03-02,2216,Shipped,Motorcycles,S32_1374,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium,+65 221 7555,99
10401,49,101.89,1,4992.61,2020-04-03,2185,On Hold,Motorcycles,S32_1374,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown,William,Medium,2015559350,99
10416,45,105.88,2,4764.6,2020-05-10,2149,Shipped,Motorcycles,S32_1374,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium,0522-556555,99
10108,27,43.45,13,1173.15,2018-03-03,2949,Shipped,Motorcycles,S32_2206,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Small,+63 2 555 3587,40
10122,31,44.66,17,1384.46,2018-05-08,2884,Shipped,Motorcycles,S32_2206,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,91.24.4555,40
10135,33,40.23,14,1327.59,2018-07-02,2830,Shipped,Motorcycles,S32_2206,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,40
10145,31,35.8,1,1109.8,2018-08-25,2777,Shipped,Motorcycles,S32_2206,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Small,6265557265,40
10169,26,39.83,9,1035.58,2018-11-04,2707,Shipped,Motorcycles,S32_2206,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,02 9936 8555,40
10180,34,45.46,4,1545.64,2018-11-11,2701,Shipped,Motorcycles,S32_2206,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance,Martine,Small,20.16.1555,40
10190,46,32.99,1,1517.54,2018-11-19,2694,Shipped,Motorcycles,S32_2206,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,40
10211,41,42.24,9,1731.84,2019-01-15,2638,Shipped,Motorcycles,S32_2206,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small,(1) 47.55.6555,40
10224,43,39.43,2,1695.49,2019-02-21,2602,Shipped,Motorcycles,S32_2206,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance,Martine,Small,20.16.1555,40
10237,26,40.23,2,1045.98,2019-04-05,2560,Shipped,Motorcycles,S32_2206,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Small,2125551500,40
10252,36,48.28,6,1738.08,2019-05-26,2510,Shipped,Motorcycles,S32_2206,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small,(1) 47.55.6555,40
10264,20,32.59,4,651.8,2019-06-30,2476,Shipped,Motorcycles,S32_2206,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Small,6175559555,40
10276,27,36.61,10,988.47,2019-08-02,2444,Shipped,Motorcycles,S32_2206,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Small,6175557555,40
10285,37,41.03,1,1518.11,2019-08-27,2420,Shipped,Motorcycles,S32_2206,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Small,6175558555,40
10299,24,42.24,4,1013.76,2019-09-30,2387,Shipped,Motorcycles,S32_2206,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Small,90-224 8555,40
10310,36,43.05,17,1549.8,2019-10-16,2372,Shipped,Motorcycles,S32_2206,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Small,0221-5554327,40
10319,29,38.22,5,1108.38,2019-11-03,2355,Shipped,Motorcycles,S32_2206,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo,Kee,Small,2125551957,40
10331,28,146.52,3,4102.56,2019-11-17,2342,Shipped,Motorcycles,S32_2206,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium,2155559857,40
10343,29,128.04,5,3713.16,2019-11-24,2336,Shipped,Motorcycles,S32_2206,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,26.47.1555,40
10355,38,39.83,10,1513.54,2019-12-07,2324,Shipped,Motorcycles,S32_2206,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,40
10364,48,48.28,1,2317.44,2020-01-06,2295,Shipped,Motorcycles,S32_2206,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,91.24.4555,40
10378,40,82.46,1,3298.4,2020-02-10,2261,Shipped,Motorcycles,S32_2206,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,40
10390,41,44.56,11,1826.96,2020-03-04,2239,Shipped,Motorcycles,S32_2206,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,40
10403,30,40.23,2,1206.9,2020-04-08,2205,Shipped,Motorcycles,S32_2206,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Small,(171) 555-2282,40
10104,35,47.62,11,1666.7,2018-01-31,3004,Shipped,Trucks and Buses,S32_2509,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,54
10114,28,55.73,2,1560.44,2018-04-01,2945,Shipped,Trucks and Buses,S32_2509,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Small,(1) 42.34.2555,54
10127,45,51.95,13,2337.75,2018-06-03,2883,Shipped,Trucks and Buses,S32_2509,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small,2125557413,54
10141,24,45.99,7,1103.76,2018-08-01,2825,Shipped,Trucks and Buses,S32_2509,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,+358 9 8045 555,54
10151,41,63.85,5,2617.85,2018-09-21,2775,Shipped,Trucks and Buses,S32_2509,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Small,981-443655,54
10165,48,45.99,14,2207.52,2018-10-22,2745,Shipped,Trucks and Buses,S32_2509,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,+65 221 7555,54
10175,50,63.31,3,3165.5,2018-11-06,2731,Shipped,Trucks and Buses,S32_2509,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Medium,(171) 555-0297,54
10184,33,62.77,8,2071.41,2018-11-14,2724,Shipped,Trucks and Buses,S32_2509,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Small,(95) 555 82 82,54
10195,32,43.29,8,1385.28,2018-11-25,2714,Shipped,Trucks and Buses,S32_2509,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Small,9145554562,54
10207,27,60.06,9,1621.62,2018-12-09,2701,Shipped,Trucks and Buses,S32_2509,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Small,6175552555,54
10219,35,55.19,4,1931.65,2019-02-10,2639,Shipped,Trucks and Buses,S32_2509,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Small,4155554312,54
10229,23,54.11,3,1244.53,2019-03-11,2611,Shipped,Trucks and Buses,S32_2509,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,54
10246,35,48.7,7,1704.5,2019-05-05,2557,Shipped,Trucks and Buses,S32_2509,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,54
10259,40,43.83,6,1753.2,2019-06-15,2517,Shipped,Trucks and Buses,S32_2509,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555,54
10271,35,47.62,7,1666.7,2019-07-20,2483,Shipped,Trucks and Buses,S32_2509,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,54
10281,31,55.19,3,1710.89,2019-08-19,2454,Shipped,Trucks and Buses,S32_2509,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,2155551555,54
10292,50,46.53,10,2326.5,2019-09-08,2435,Shipped,Trucks and Buses,S32_2509,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,2125557818,54
10305,40,57.9,7,2316.0,2019-10-13,2401,Shipped,Trucks and Buses,S32_2509,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Small,6175558555,54
10313,38,45.45,1,1727.1,2019-10-22,2393,Shipped,Trucks and Buses,S32_2509,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,(604) 555-3392,54
10325,38,232.74,3,8844.12,2019-11-05,2380,Shipped,Trucks and Buses,S32_2509,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Large,07-98 9555,54
10335,40,60.6,3,2424.0,2019-11-19,2367,Shipped,Trucks and Buses,S32_2509,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,54
10349,33,46.53,1,1535.49,2019-12-01,2356,Shipped,Trucks and Buses,S32_2509,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small,2125557413,54
10359,36,176.63,3,6358.68,2019-12-15,2343,Shipped,Trucks and Buses,S32_2509,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,26.47.1555,54
10371,20,66.47,2,1329.4,2020-01-23,2305,Shipped,Trucks and Buses,S32_2509,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,54
10383,32,53.18,5,1701.76,2020-02-22,2276,Shipped,Trucks and Buses,S32_2509,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,54
10394,36,62.77,3,2259.72,2020-03-15,2255,Shipped,Trucks and Buses,S32_2509,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,54
10412,19,48.7,7,925.3,2020-05-03,2207,Shipped,Trucks and Buses,S32_2509,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,54
10425,11,43.83,6,482.13,2020-05-31,2180,In Process,Trucks and Buses,S32_2509,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555,54
10104,49,65.87,4,3227.63,2018-01-31,3032,Shipped,Trains,S32_3207,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,62
10116,27,63.38,1,1711.26,2018-04-11,2963,Shipped,Trains,S32_3207,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium,Cartrain,Pascale,Small,(071) 23 67 2555,62
10127,29,70.84,6,2054.36,2018-06-03,2911,Shipped,Trains,S32_3207,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small,2125557413,62
10142,42,74.57,16,3131.94,2018-08-08,2846,Shipped,Trains,S32_3207,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,62
10152,33,50.95,2,1681.35,2018-09-25,2799,Shipped,Trains,S32_3207,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Small,61-7-3844-6555,62
10165,44,53.44,7,2351.36,2018-10-22,2773,Shipped,Trains,S32_3207,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,+65 221 7555,62
